time,desired_yaw,actual_yaw,w_command,v_command
1749757969.2507,0.0521,0.1233,-0.0234,-0.3000
1749757969.3718,0.0526,0.1200,-0.0235,-0.3000
1749757969.4912,0.0529,0.1176,-0.0235,-0.3000
1749757969.6173,0.0534,0.1143,-0.0237,-0.3000
1749757969.7311,0.0537,0.1120,-0.0238,-0.3000
1749757969.8403,0.0541,0.1092,-0.0240,-0.3000
1749757969.9592,0.0544,0.1063,-0.0241,-0.3000
1749757970.0800,0.0547,0.1035,-0.0243,-0.3000
1749757970.1977,0.0550,0.1006,-0.0245,-0.3000
1749757970.3324,0.0553,0.0977,-0.0247,-0.3000
1749757970.4649,0.0556,0.0942,-0.0249,-0.3000
1749757970.5800,0.0558,0.0913,-0.0251,-0.3000
1749757970.6948,0.0560,0.0888,-0.0252,-0.3000
1749757970.8166,0.0562,0.0853,-0.0254,-0.3000
1749757970.9341,0.0563,0.0828,-0.0256,-0.3000
1749757971.0511,0.0565,0.0798,-0.0257,-0.3000
1749757971.1720,0.0566,0.0767,-0.0259,-0.3000
1749757971.2822,0.0567,0.0737,-0.0260,-0.3000
1749757971.3954,0.0568,0.0711,-0.0261,-0.3000
1749757971.5085,0.0569,0.0680,-0.0263,-0.3000
1749757971.6182,0.0569,0.0654,-0.0264,-0.3000
1749757971.7358,0.0569,0.0622,-0.0265,-0.3000
1749757971.8529,0.0570,0.0591,-0.0266,-0.3000
1749757971.9716,0.0570,0.0559,-0.0268,-0.3000
1749757972.0890,0.0570,0.0527,-0.0269,-0.3000
1749757972.2135,0.0569,0.0495,-0.0270,-0.3000
1749757972.3392,0.0569,0.0463,-0.0271,-0.3000
1749757972.4738,0.0568,0.0425,-0.0271,-0.3000
1749757972.5970,0.0567,0.0393,-0.0272,-0.3000
1749757972.7192,0.0566,0.0360,-0.0273,-0.3000
1749757972.8355,0.0565,0.0328,-0.0274,-0.3000
1749757972.9507,0.0563,0.0295,-0.0274,-0.3000
1749757973.0826,0.0562,0.0262,-0.0275,-0.3000
1749757973.1981,0.0560,0.0229,-0.0275,-0.3000
1749757973.3118,0.0558,0.0197,-0.0276,-0.3000
1749757973.4295,0.0556,0.0164,-0.0276,-0.3000
1749757973.5542,0.0554,0.0130,-0.0277,-0.3000
1749757973.6742,0.0552,0.0097,-0.0277,-0.3000
1749757973.7938,0.0549,0.0064,-0.0277,-0.3000
1749757973.9105,-0.6198,0.0031,0.2438,0.3000
1749757974.0252,-0.7888,0.0003,0.2999,0.3000
1749757974.1457,-0.7411,-0.0027,0.2697,0.3000
1749757974.2621,-0.7272,-0.0003,0.2577,0.3000
1749757974.3798,-0.7607,0.0093,0.2674,0.3000
1749757974.4998,-0.7579,0.0260,0.2635,0.3000
1749757974.6591,-0.7187,0.0596,0.2463,0.3000
1749757974.8205,-0.8815,0.1016,0.3119,0.3000
1749757974.9717,-0.9598,0.1419,0.3411,0.3000
1749757975.0894,-0.8603,0.1676,0.2986,0.3000
1749757975.2086,-0.9359,0.2042,0.3296,0.3000
1749757975.3288,-0.8240,0.2447,0.2842,0.3000
1749757975.4431,-0.9603,0.2817,0.3413,0.3000
1749757975.5557,-1.1075,0.3207,0.4002,0.3000
1749757975.6807,-0.8675,0.3558,0.3013,0.3000
1749757975.8254,-0.8807,0.4036,0.3100,0.3000
1749757975.9460,-1.0099,0.4500,0.3646,0.3000
1749757976.0602,-0.8902,0.4906,0.3165,0.3000
1749757976.1800,-0.9012,0.5283,0.3237,0.3000
1749757976.2947,-0.8517,0.5702,0.3060,0.3000
1749757976.4121,-0.7840,0.6025,0.2818,0.3000
1749757976.5604,0.0366,0.6533,-0.0301,0.3000
1749757976.6720,0.0341,0.6829,-0.0131,0.3000
1749757976.7932,0.0308,0.7164,-0.0013,0.3000
1749757976.9166,0.0268,0.7485,0.0070,0.3000
1749757977.0406,0.0233,0.7682,0.0128,0.3000
1749757977.1602,0.0197,0.7807,0.0169,0.3000
1749757977.2868,0.0160,0.7861,0.0197,0.3000
1749757977.4091,0.0122,0.7878,0.0217,0.3000
1749757977.5326,0.0085,0.7899,0.0231,0.3000
1749757977.6571,0.0047,0.7924,0.0241,-0.3000
1749757977.7974,0.0002,0.7955,0.0247,-0.3000
1749757977.9137,-0.0037,0.7983,0.0252,-0.3000
1749757978.0344,-0.0071,0.8012,0.0255,-0.3000
1749757978.1692,-0.0105,0.8047,0.0258,-0.3000
